,context,by,when,post
462,bug,MomentousMonument,Jul 17 @ 11:44am ,"Yes, I have the same problem. It\\\'s a shame how they\\\'re adding new content that only adds more and more bugs to the game. Speaking of which, it seems that patrolling or stationed guards have no interest in a legendary prisoner going on a rampage right by them. It\\\'s super annoying. Not to mention a mass escape attempt every single day."
463,bug,Jul 29 @ 11:48am,Visitor Boooth,How I fix the bug that prisoners go to visitors side??I did what devs said about it but dont fix for me
464,bug,afaik placing them vertically still works as intended,xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 my layout but worked.. and overdose rate being insane??? Now I have like 15 deads everyday by overdose,a lot of things are broken or off-balancehaven\\\'t played in months. tired of the bugs maybe someone else knows a thing about overdoses. good luck with your facility
465,bug,May 17 @ 1:16pm,bug- prison goes into lockdown forever,"hi my prisons keep going into lockdown when not selected and when i click ""stop all"" lockdown continues and all my inmates stay in their cells until they riot. this has only started happening since the bucket update. anyone else getting this bug?"
466,bug,Castillo [ESP],May 20 @ 1:52pm ,"I solved starting a new game, with new bugs...."
467,bug,csayer89,"Nov 27, 2019 @ 5:38pm ","I have noticed a similar bug once with a ""normal security"" prisoner with the insane trait, and another time with a Death Row inmate who turned Criminally Insane in solitary confinement.  I tried building a padded cell in each of their respective security levels, but they refuse to use them.  I\\\'m no expert, but looking at the ""normal"" prisoner in my save file code, it looks like it\\\'s not updating their required cell type properly, which may be causing a conflict with the Insane trait (which should be changing their required cell type).  I\\\'m using the new Sneezer hotfix version."
468,bug,May 24 @ 6:13pm,Disappearing Prisoners,"Hello again. In escape mode, I discovered a bug where all of the prisoners disappear when the power goes out in most part of the prisoners. Squad members, however, do not disappear randomly leaving only just me or other few squad members in the prisoner to escape."
469,bug, 8,May 23 @ 1:50pm,Low Quality Low Quantity food event bugged.
470,bug,May 26 @ 4:28pm,Bugged save,"Here is a bugged prison. Zooming out crashes the game in 101. An earler save of the same prison on a smaller map does not crash.https://drive.google.com/file/d/1HAE-lB8XIMP-v0S7nU5xph30Z8GqCbeu/view?usp=sharingEDIT: On further exploration, the problem area seems to be the west, central part of the map. It crashes when I go there even when zoomed in."
471,bug,MR.R0B3RT,May 27 @ 12:09am ,"Well, it is a bug, but perhaps this provides a workaround for you. You can open your prison in a text editor like Notepad++ of VS Code and remove the tunnels from your prison.Depending on if you use Steam cloud save, the save games are in either of these locations:- C:\\\\Program Files (x86)\\\\Steam\\\\userdata\\\\<steam user id>\\\\233450\\\emote\\\\saves - C:\\\\Users\\\\Username\\\\AppData\\\\Local\\\\Introversion\\\\Prison Architect\\\\savesOnce you have opened the .prison file in your editor of choice, search for the line that starts with ""BEGIN Tunnels"". There you can remove the tiles of your tunnel."
472,bug,SirSubliminal,May 20 @ 9:10am ,You can report bugs on https://forum.paradoxplaza.com/forum/forums/prison-architect-support-bug-reports.1058/
473,bug,Kunovega,May 24 @ 12:22pm ,"Been like that for a while, it happens at random. I\\\'ve watched a workman circle around a completely empty tile not able to find it to place something on itSometimes canceling the task, restarting the game and then paying for the task again fixes it, sometimes it just sits and ignores you for hours. I\\\'ve given up and scrapped entire prisons if I get too many tiles that workman ""can\\\'t find"" despite having nothing in the wayTypically it only happens (to me) if I try to que up hundreds of tasks at once. If I keep the workload smaller (just dozens of tasks) it\\\'s much more rareA truly annoying bug though when it happens (and it seems to have become more common with the recent patch, but it\\\'s not new)"
474,bug,May 16 @ 9:41am,"Bug Report: Min, med, max, and supermax identity thieves (Extra Reputations mutator) can gain the Criminally Insane trait and be unable to ever be assigned to a cell","Bug: when using the mutator Extra Reputations, the Identity Thief reputation picks up reputations of those nearby. This can include the Criminally Insane trait. When an identity thief gains this trait, this makes the prisoner never be able to be assigned to a cell. Since they\\\'re ""criminally insane"" yet also min/med/max security, they can\\\'t go to any cells, nor can the player reassign them to Criminally Insane.This is a vanilla bug in the vanilla game when using the Extra Reputations mutator and the Criminally Insane DLC."
475,bug,Originally posted by Anxiety:Is the Cleared for Transfer installed and enabled? Yes. That was the second line in my post ;),Originally posted by Anxiety:,okie dokie.... the developers just have to make some tweaks and patch some bugs and a few major ones. The custom is a major one for example when you merge two types of prisoners together. (max/med)
476,bug,IJexterdown,May 19 @ 10:32pm ,"they need to fix this bug fast, ive lost so much money from this glitch"
477,bug,Feb 27 @ 6:56am,Paradox Launcher not Compatible with Linux,"SInce the update, Prision Architect won\\\'t launch through Steam because of a launcher bug.I can launch the game perfectly by the terminal by simply running the executable directly but this is a very hackish solution.Can Paradox either fix their browser for Linux or can Introversion add an option to run PA without the launcher?Also, are there no logs produced by the launcher? It would be nice to have some information of what\\\'s going on with the launcher."
478,bug,Jul 17 @ 8:48pm,"Paradox: Stop Patching, Its Not Working",These patches are making the game worse. You need to go back and look at the problem holistically. The bugs are out of control. Last night I concluded that Psych Ward is just broken. I went from having 15 of the demented to 25 in an hour. I dont want that. So I concluded the only way forward was to get rid of the psych unit which meant depopulating the whole jail. First all the minimum security went on parole or release and I managed to progressively kill off the rest until only one remained. Unfortunatetly a bug in the game left the last of the demented sleeping permanently in their cell.
479,bug,Lefty,Jul 18 @ 1:54pm ,"The recent ""Patches"" made it worse. Newest bug: no boilers, radiators, warm water tubes available.There is something terrible going wrong. Donn\\\'t buy the game right now. Check the forums if there was any ""MAJOR FIX"" before purchasing.Prison Architect is completely broken atm."
480,bug,Grey Buddhist,Jul 18 @ 7:32pm ,Anyone know if the current game \\\'issues/bugs\\\' are on console version also?  or just pc?
481,bug,"Road delivery is broken since ""The Rock"" and I\\\'m angry", 2,sprite bug
482,bug,"Yeah, the game seems now to be completely broken - inaccessable areas, areas that are not inclosed but should be, planning tool completely broken, prisoners phase throw walls sometimes, delivery chains dont work, ... it\\\'s a mess.","I remember reading a post here some months ago, where it was said that this would happen - the game would become unplayable and broken - now Paradox have bought PA, and, so it comes to pass that the game is now completely unplayable and totally broken.  I stopped buying Paradox games many years ago for these reasons, and was very saddened when they bought this game.  I wonder if there is any way to get my money back?...as money seems to be the only thing that matters to Paradox.","I really think that they need to go back to the base game, fix any bugs in that so at least we can play that while they fix the $hite in the DLCs. Frankly I\\\'ve never seen a game disintegrate so quickly before my eyes. Everytime they patch it there is a completely new bug I have never seen before and not just one but a proliferation of the things. Take the planning tool, the damned thing is bullet proof, its never once malfunctioned in 4 years. Overnight it becomes useless. Seriously paradox just frack off to your holiday and keep your $hit stained fingers off it."
483,bug,The Mighty Georg,Jul 27 @ 7:09am ,"I\\\'m having the same problem except early game I built all the usual buildings, 8 individual cells, accepted 2 low risk, 1 went in with a guard as usual the other is sitting in deliveries starving to death, i upped my guards from 3 to 8 but nadda. Every time I try to get into this game there always seems to be some unsolvable bug and then I realise why i stopped playing the last time."
484,bug,Jul 25 @ 8:23pm,"Road delivery is broken since ""The Rock"" and I\\\'m angry","I have 3 (+1) sophisticated prisons, each of which I spent ~100h on.Before the update, road deliveries worked just fine and the road gates at the top of the map were never blocked by stuck trucks. I took great care to balance deliveries, workers etc. to ensure that.Now, what happens EVERY SINGLE TIME is that trucks pile up all the way to the top of the map. If you don\\\'t know why that is REALLY REALLY BAD, here\\\'s a brief summary:- Deliveries are delayed, potentially causing shortages of meals, workshop materials etc.- Playing in escape mode becomes a chore, because your prisoner truck is stuck the f***ing queue for hours- All road gates are open ALL THE TIME, so escaping gets more easy than it should be- Now that building materials are road delivered too, it becomes a pain to build virtually anything.Apparently, the developers forgot that there are existing prisons that get broken by messing with deliveries. Or, if you are very cynical, they broke road deliveries on purpose, so that you have to buy Island Bound and set up helicopters to do what worked just fine before the patch. GRRRBy the way, THERE IS NO WORKAROUND except for Mods. The size of a prison and the size of the map impose a bottleneck that you cannot get around. With the current state of the game LARGE PRISONS WITH WORKSHOPS HAVE BECOME UNSUSTAINABLE.I\\\'m not sure what exactly causes this sh**load of additional trucks, it looks like there\\\'s WAY MORE food deliveries than there used to be, but I\\\'m tired of investigating game-breaking bugs brought in by the new devs. I\\\'ve done that before, when custom sectors made my save-game unplayable back when Cleared for Transfer was released. Enough is enough!"
485,bug,Sayaka,Jul 24 @ 8:09pm ,Originally posted by Cursed Hawkins:Yet ANOTHER post that seems they would rather the game have became ABANDONEDWARE instead of being updated like it is! I\\\'d rather have a game abandoned in a great state compared to it being pumped with medicore buggy DLC
486,bug,The road gate, 4,So long - and thanks for all the bugs
487,bug,Jul 24 @ 3:10pm,"Realmente, han hecho de este GRAN Y GENIAL JUEGO, una basura. Cuando aun era una BETA funcionaba MUCHO mejor. Ahora, sumaron un launcher (al pedo) opciones, y mil cosas para que sea una basura. Por ejemplo, es MUY MOLESTO que con cualquier accion, arrastrando el mouse por fuera del terreno, se cancele la tarea. Ademas, esta lento, los construcores se quedan haciendo nada (Cuando hay cimientos para construir, paredes, objetos pendientes...) lo han destrozado. Totalmente decepcionado.","Originally posted by ArZeus1982:Realmente, han hecho de este GRAN Y GENIAL JUEGO, una basura. Cuando aun era una BETA funcionaba MUCHO mejor. Ahora, sumaron un launcher (al pedo) opciones, y mil cosas para que sea una basura. Por ejemplo, es MUY MOLESTO que con cualquier accion, arrastrando el mouse por fuera del terreno, se cancele la tarea. Ademas, esta lento, los construcores se quedan haciendo nada (Cuando hay cimientos para construir, paredes, objetos pendientes...) lo han destrozado. Totalmente decepcionado. Exactly! and those things are just a few bugs of many that need fixing."
488,bug,Originally posted by Cursed Hawkins:Yet ANOTHER post that seems they would rather the game have became ABANDONEDWARE instead of being updated like it is! I\\\'d rather have a game abandoned in a great state compared to it being pumped with medicore buggy DLC,Jul 24 @ 11:33pm,"Originally posted by Cursed Hawkins:Yet ANOTHER post that seems they would rather the game have became ABANDONEDWARE instead of being updated like it is! Oh, seriously. There was more than a year without updates and I really enjoyed my game. Now it\\\'s just buggy, low-grade product. They bought amazing game and totally destroyed it, at least for me. Because in my (very sparse, I must point) free time I want to have fun and not to be constantly annoyed by all these bugs and unworking features which BEFORE their DLC\\\'s and updates worked perfectly fine. And though I feel that encouraging Paradox\\\'s strategy is deeply wrong, I\\\'m ready to pay if needed just to have the game as it was before them and without all their content. Yes, for the ""abandonedware"". Because it was fun. Now it is not."
489,bug,"Originally posted by Cursed Hawkins:Yet ANOTHER post that seems they would rather the game have became ABANDONEDWARE instead of being updated like it is! Oh, seriously. There was more than a year without updates and I really enjoyed my game. Now it\\\'s just buggy, low-grade product. They bought amazing game and totally destroyed it, at least for me. Because in my (very sparse, I must point) free time I want to have fun and not to be constantly annoyed by all these bugs and unworking features which BEFORE their DLC\\\'s and updates worked perfectly fine. And though I feel that encouraging Paradox\\\'s strategy is deeply wrong, I\\\'m ready to pay if needed just to have the game as it was before them and without all their content. Yes, for the ""abandonedware"". Because it was fun. Now it is not.",Jul 24 @ 11:33pm,"Originally posted by edjekora:Originally posted by Cursed Hawkins:Yet ANOTHER post that seems they would rather the game have became ABANDONEDWARE instead of being updated like it is! Oh, seriously. There was more than a year without updates and I really enjoyed my game. Now it\\\'s just buggy, low-grade product. They bought amazing game and totally destroyed it, at least for me. Because in my (very sparse, I must point) spare time I want to have fun and not to be constantly annoyed by all these bugs and unworking features which BEFORE their DLC\\\'s and updates worked perfectly fine. And though I feel that encouraging Paradox\\\'s strategy is deeply wrong, I\\\'m ready to pay if needed just to have the game as it was before them and without all their content. Yes, for the ""abandonedware"". Because it was fun. Now it is not. Agreed..I would definitely pay for PA if they take it back to the time before Paradox screwed it up."
490,bug,May 12 @ 5:56am,"FYI, it crashed the others game every 3.46 min (yes, we timed it) :(","The new DLC/updated has every one screwed when playing right now.  I personally am not playing it as a result.  It is sad you will have to wait a few months for them to work the bugs out and make the game stable enough to play again.On that not, starting a new map is better than playing a old one, the old one sometimes will not be compatible with the updates."
491,bug,przemyslaw02,Jul 25 @ 7:01am ,In my prison janitors and prisoners don\\\'t clean cells. I need to send him to clean myself. I think this is a bug of cleaning system.
492,bug,Jul 24 @ 12:37pm,So long - and thanks for all the bugs,"Okay, that is it, I refunded the DLCs again - they add little and pretty much broke everything. I even had perfectly build rooms and they were marked as unreachable. I guess it some kind of related with the now completely bugged planning tool. As a kickstarter this is really sad, I have never seen the game in such a broken state and it for sure was never a smooth ride. But back then it was a small Indy doing all the work, now with a publisher at hand I wish I can get just back to the state before Paradox took over, so I can at least play the game where my name is in :-/"
493,bug,Originally posted by Jet City Gambler:Prison Architect was never a Kickstarter project.https://www.gamasutra.com/view/news/179127/Who_Needs_Kickstarter_Prison_Architect_devs_want_total_control.php +1,Originally posted by Jet City Gambler:,"Early backer and name in the game here. game bugs out a LOT since last patch. playing without mods. saving a lot and reloading fixes most \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5, but definately not all (why can i not assign logistics from kitchens and canteens anymore?!?!?!)"
494,bug,May 20 @ 4:56pm,Pb with resolution and full screen mode,"hi, I don\\\'t know why but when i try to put the game in full screen, it\\\'s in window. also when i select my first monitor, the game pop on the second one. And i tried to set the game the opposite way i want it to run but then my mouse bug, i got display problem. Someone else got the same kinf od problem?"
495,bug,Stelthdiamond,May 22 @ 3:40pm ,"Umm, I think there is a bit of a bug with the new DLC because mine crashes too but not often."
496,bug,May 16 @ 12:46am,Food/Meal Issues (since patch?),"Excited to get back into playing after the cool new update, so I started a new game. The first problem I had was when trying to feed my new prisoners a ""high"" quantity of ""none"" variety. I still kept getting bacon and eggs, even after i dumped all the food in the kitchen in the middle of the night. I rolled my eyes and did the Inmate Nutrition Research grant. It completed without a hitch, except that i never stopped getting bacon and eggs throughout it.Slightly annoying visual bug, whatever. But I\\\'m also having an issue with my cooks making the right amount of food. I only have 35-40 prisoners and 8 cooks, 6 stoves, 6 fridge, and 2 sinks. One big kitchen for one averagely small canteen. They seem to only cook one ingredient per prisoner (again, regardless of what quantity I set in policy).Under the Logistics tab, the kitchen supply shows 35 or so meals demanded and supplied. I watched one of my cooks crack an egg, then promptly bring it directly to the canteen. 5 other cooks were all doing the same thing.Anyway, they\\\'ll stop cooking for the meal period well before its time to eat, then spring into action after the first tray gets picked up. The counter on the left (red and green prisoner eat tallies) will show all red and only about 1/3 of the meals prepared as meal time starts, with the cooks all staring at each other in the kitchen."
497,bug,May 19 @ 11:15pm,prison stuck in lockdown,so my prison says its stuck in lockdown despite the regime shifting through the different things they should be doing. none of the big red buttons are active and ive tried a lot of the trouble shooting things you go along with when game bug out
498,feature, 1,4 hours ago,Can you use dlc features in the base game? Like put helipads on non-island prisons?
499,feature,Update The Rock 1.03 is here!,Jul 14,"Hello Wardens,We just published a new update for the PC, Mac, and Linux version of Prison Architect containing more fixes to issues and bugs you reported, overall improvements based on both players\\xe2\\x80\\x99 and internal feedback\\xe2\\x80\\xa6 and some cool new features for Island Bound! First of all, we are happy to announce that the new Island Generation tool is now available! This tool will allow you to draw a box on open water, and it will randomly generate a new Island in the selected area.We\\xe2\\x80\\x99ve also spent some time implementing several community suggestions to other core areas of the Prison Architect game experience. We hope you enjoy the new features and fixes to Island Bound and other legacy issues, and we\\xe2\\x80\\x99ll continue as always to monitor your feedback and suggestions.The Prison Architect TeamChangelog:NEW FEATURE - Island Generator: Players can use this tool to create a random island in the selected area.You can find this new tool in the \\xe2\\x80\\x9cLandscape & Islands\\xe2\\x80\\x9d menu.NEW FEATURE - Expanded Map start option: On new games, you can choose to start with an already expanded map, with all the adjacent land or sea purchased.Added newer, improved versions of the Premade The Rock and Alcatraz Island maps.Implemented suggestions from the Prison Architect Community:Elite Ops Team is not included in Danger Level factors.Guard dogs are invisible whilst in kennels.During lockdowns, doors cannot be opened manually.Each checkpoint search counts as an unnecessary search, which can increase a prison temperature.Checkpoints can now be placed outdoors as well.Criminally Insane inmates will no longer arrive in your prison while Intake is set to closed.Improved efficiency of deliveries for the ForestryThe player prisoner in Escape Mode can now board ferries with a new contextual right-click action that appears when standing near or on the ferry boat.Implemented quality of life changes to services and deliveries connectionsThe Food supply system and food delivery have been improved.Implemented fixes to issues reported by the Prison Architect Community:Fixed an issue that occasionally prevented Laundries from working correctly.Checkpoints will no longer cause issues with prisoner pathing.Fixed an issue where Fill to Capacity Intake was closed despite players having spare cells.Enclosed Yards will no longer cause warnings about the need to be enclosed.The game will no longer pause while building foundations on Mac.Snipers will now be correctly assigned when moving Guard Towers.Guard deployments to Pavilions are now saved.Players will be now able to complete the Canteen sprinkler task in the  Palermo Chapter of the Campaign.Purchasing additional land no longer causes a performance drop.Solved an issue that caused prisoner corpses to accumulate in one corner of the map after an Intake round.The Fast Delivery Mutator is now working properly.Food is now delivered to prisoners in Solitary or Lockdown.Fixed an issue that caused the game to display pathing fail notifications during big constructions.Implemented a change to visitation booths to address the reports of prisoners and visitors swapping.If you are experiencing this bug, you can remove and replace the booths in your prison - this will fix the issue.Other Improvements:Implemented improvements to the overall intake system and events, and a couple of fixes to related issues.Generated Islands look more varied and interesting on Island Bound."
500,feature,New hotfix deployed!,Jul 2,"Hello Wardens,We\\xe2\\x80\\x99re back with another update this week with more investigation into reported issues, fixes and improvements. They\\xe2\\x80\\x99ll be more next week too but we wanted to get the latest out to you. In addition to fixes, last week we rolled out a new Island Expansion feature, which has been improved further. When playing with an island and expanding the land, the islands generated in the water are more varied, and players now have the option to generate these islands, or just water, if they wish. We\\xe2\\x80\\x99re also working on a tool for you to quickly generate random islands in the location of your choice.Thank you for all your feedback.The Prison Architect TeamChangelog:New feature: When expanding a Island map, a pop-up will give the choice to have only water or generated Islands.Staff will again respond to player directions now.Solved issue with Forestry Prisoner Labour assignments not being saved.Fixed so you can assign a cell to a prisoner by selecting the prisoner and right-clicking on an empty cell.Fixed the Spiritual guidance and Parole programs not occurring after the first day of implementation.Fixed the issue with the eating animations.Fixed that the Health Bureaucracy text mentions guards instead of Doctors.Fixed the issue with janitors using the ironing boards from a distance.The Chefs now cooks more meals in the kitchen. (We are still investigating the supply issue).Solved the issue with Firefighter\\xe2\\x80\\x99s truck riding on the water after dismissing a helicopter on Island Plot map.Fixed the issue with Capacitor and Power Switch not conducting electricity after changing their rotation without moving them.Fixed the issue with missing french localization strings. Solved the issue where warden can go beyond the map in Warden mode.Improving the generated islands when expanding the map to look more natural and varied. (We will improve this even further in the coming week)Solved the issue with Sedation sometimes didn\\\'t work.The Laundry and Janitor cleaning jobs have been changed to make them more effective.We are also investigating the following issues as a priority for next week\\xe2\\x80\\x99s updateNew Feature [In Progress] - Island \\xe2\\x80\\x98Quick Builds\\xe2\\x80\\x99 to stamp down various island shapes in open water.New Feature [In Progress]  - \\xe2\\x80\\x9cIsland generator\\xe2\\x80\\x9d, similar to a building construction that will generate an island where you want it to. Improvements - Some jobs are being reworked to improve their efficiency and general stability of the game.Performance - A round of optimisation and performance testing."
501,feature,New hotfix for Windows deployed!,Jun 26,"Hello Wardens!We just published a new hotfix for the Windows edition to address several issues that you reported. We are still looking into solving more, and we plan to have another update coming next week. You can find the changelog and a list of some of the issues we are currently investigating at the end of this post. This hotfix will be published on Monday for Mac and Linux.We also saw several reports about the game generating areas with only water when purchasing new \\xe2\\x80\\x9cland\\xe2\\x80\\x9d on island prisons. With today\\\'s hotfix, the game will automatically generate new islands when you expand your prison. This is the first iteration of this tool, and we plan to improve in further iterations - in the meanwhile, please try it out and let us know what you think!Additionally, we are currently working on a couple of new features including a Quick Island Generation that allows players to draw a box and generate a new random island. This tool should help you to add more islands when expanding your land. We will have more information ready to share with you during the next week.Thank you all for your feedback!The Prison Architect TeamChangelog: New Feature: When expanding an Island Map, new islands will be generated, rather than empty sea.  The game will leave an empty area for existing shipping lanes. All the Island Bound assets are now showing in the Cheat/Debug mode. Solved pathfinding issues caused by Security Checkpoints. Fixed an issue that caused the game to crash when deploying a modded room. The game will no longer crash if you intake a corrupted Name In the Game Prisoner. Tyre Apparatus can now be rotated properly. Air Paramedics will now be able to leave the map if their Helicopter is dismissed. Criminally Insane prisoners will now properly attack trees when they acquire a weapon if they really have strong feelings against that tree. Fixed several localization issues for Traditional and Simplified Chinese.Currently investigated issues: Cooks not being as productive on Island Maps. Janitors having unexpected behaviors. Issues with logistics settings of Docks and Helipads"
502,feature,Prison Architect\\\'s previously console-exclusive Psych Ward DLC heading to PC,"Oct 21, 2019","Prison building and management sim Prison Architect is finally bringing its previously console-exclusive Psych Ward DLC to PC and Mac next month, on 21st November, in the form of the enhanced Psych Ward: Warden\\\'s Edition.Psych Ward, created by developer Double Eleven (the studio responsible for porting Prison Architect to consoles), initially launched for Xbox One and PS4 in June 2017.As you might imagine, Psych Ward expands the core game by introducing new management options themed around the concept of successfully housing the criminally insane. The new Warden\\\'s Edition also incorporates a number of features not seen in the original DLC.Read more"
503,feature,by sealionforever,I made this guide to help the people who are having the same troubles as I had in the fray of Prison Architect. Hope you approve and find this useful :),"Also I will be updating/continuing this into a full guide of Prison Architect, of all the features and..."
504,feature,Room Quality,by Ceraphix,A (hopefully) helpful understanding of the new room quality feature....
505,feature,The Escapee - (Escape Mode Basics and General Tips),by Lapidated L2,"These pages host a wide range of information from the absolute basics to some more advanced, possibly unknown mechanics (like burning down the f***ing building). Perfect for a Convict of any experience or skill level. It will cover the more basic features ..."
506,feature,Prison Architect - A Modder\\\'s Guidebook,by directpixel,"*EDIT Although this guide is outdated, a lot of these features still work."
507,feature,How To Create Your Own Quick-Build Rooms,by hoosdatGuy,Like the new Quick-Build feature? Want to make your own prefabs to add to the Quick-Build tab? Then this guide is for you. With this guide I will walk you through how to make your own rooms for easy placement....
508,feature,The Queen Salis,Sep 19 @ 12:16pm ,"That\\\'s probably because having a custom name in the game was literally a paid feature called ""Name in the game"" You paid for it during early access, sent Introversion a textfile and they put it in. "
509,feature,"Changing Character Types (Make a controllable character, convert characters, personal paramedics, etc.)",by LEG,Found a hidden feature in the code that allows you to have a controllable character...
510,feature,#14,Sep 2 @ 6:05am ,"Originally posted by larrymccurdy:Originally posted by Lex Looper:I got disillusioned with Paradox. ""No problem"" I thought, I\\\'ll just stop buying their damn scummy games. Then they bought this game, one of my faves, and ruined it. I wish I could refund everything Paradox has touched. Hi it seems every game has a problem i had problems with pa now i got a crashing problem with ksp and paradox dont own ksp so there you go it dosnt matter who owns it theres always a problem. Except that PA was a feature-complete game which was virtually bug-free after release. Introversion sell it to Paradox, and then it no longer is. PA is currently unplayable for many people right now. All of my saved prisons became unviable after the first update Paradox\\\'s third-party developer applied, as due to a \\\'bug\\\' they got filled with mentally-ill prisoners that could not be dealt with unless I purchased the Psych Ward DLC. KSP for all it\\\'s jank is an excellent game that has only ever seen tremendous improvement and deserves it\\\'s user ratinng."
511,feature,Medu Salem,Jun 24 @ 12:30pm ,"Originally posted by RatBag:Because the game was fine as it was back in 2014 onwards No it wasn\\\'t fine. In fact thanks to Introversion the game was never in a fine state and probably never will be because Paradox would have to completely rewrite the game from scratch to iron out Introversion\\\'s sloppy work which they obviously won\\\'t do due to the effort required... so they just seem to live with it.There were a million bugs back in the day and Introversion still had the nerve to call it 1.0 and officially out of alpha even though there existed bugs all the way from the beginning of the first few alpha releases and which they totally knew about because I was among the people who reported several issues a dozen times over. (some of which fixed only ever since Paradox took over)They just had little to no quality control going and kept on accumulating bugs for years because new features were a better short term selling point than 6 months of bug fixing.Hell, even Sony/Microsoft told Introversion that they should get someone else, a third party company (Double Eleven) to fix the game for a console release because of the Quality assurance departments of both companies already knowing that Introversion wouldn\\\'t be able to do it properly and neither Sony/Microsoft wanted the blame of a bad release on their heads. That\\\'s what Introversion guys even said themselves on one of their YT streams. Granted Console ports take some expierience to do yet if you ask me that MS/Sony had no confidence in Introversion was a huge warning sign already right there. And funnily from what I heard the console version was actually better in performance and a lot less buggy than the PC version at the time due to the efforts of Double Eleven.To be honest I had the confidence that Introversion would get their stuff together eventually but what finally broke it for me was when in 2018 the guys behind Introversion had the arrogance and insolence to act like there were no problems and like it was the best game ever on their YT channel in response to some legitimate criticism about the questionable state of the PC version was in shortly before announcing the sellout, leaving the mess for someone else to fix, which to this day I still find the most irresponsible course of action they possibly could have taken because it makes them look like a bunch of total slackers only interested in making a quick buck.And I don\\\'t envy Paradox being that fall guy who has to clean up after the mess... yet I don\\\'t really feel pity for them either because I admit that they also have a specific reputation of their own... mostly for their DLC policies in their other IPs and them often also being released in a total buggy state where early buyers/hardcore fans kinda end up being misused as beta testers."
512,feature,sydialis,Jul 14 @ 7:27am ,"Clothing need is still broken, it rises too fast and prisoners refuse to change clothes, even when forced in lockdown for hours. Janitors still don\\\'t clean properly and have to be manually forced to clean. Bridges are still broken and cannot be built over gates, on the tiles directly next to objects, or on the tiles right next to the road. But hey look cool new island shapes! I was planning on buying the Island Bound DLC but why bother if the base game is still bugged almost a month after the last update? Good job f@$%ing things up Paradox, never gonna buy any of your buggy crap ever again. What a load of bulls$#@t the past few months of updates have been. If you can\\\'t make new features, at least don\\\'t break things that already work. Pathetic."
513,feature,p.kwaker,Jul 14 @ 8:52am ,"Originally posted by sydialis:Clothing need is still broken, it rises too fast and prisoners refuse to change clothes, even when forced in lockdown for hours. Janitors still don\\\'t clean properly and have to be manually forced to clean. Bridges are still broken and cannot be built over gates, on the tiles directly next to objects, or on the tiles right next to the road. But hey look cool new island shapes! I was planning on buying the Island Bound DLC but why bother if the base game is still bugged almost a month after the last update? Good job f@$%ing things up Paradox, never gonna buy any of your buggy crap ever again.What a load of bulls$#@t the past few months of updates have been. If you can\\\'t make new features, at least don\\\'t break things that already work. Pathetic. prisoners will change clothes after showering. Also, wouldn\\\'t you like to wear clean clothes daily? Janitors will automatically find places to clean if you have enough janitors and if someone of your staff comes in a dirty place. Bridges can be build over walls tho, they just need a 2 block long run up to get over them, because people don\\\'t like climbing vertical stairs. So all your ""bugs"" are actually features that aren\\\'t completely clear to you. I hope you find more joy in the game now"
514,feature,#10,Jul 14 @ 9:17am ,"Originally posted by p.kwaker:Originally posted by sydialis:Clothing need is still broken, it rises too fast and prisoners refuse to change clothes, even when forced in lockdown for hours. Janitors still don\\\'t clean properly and have to be manually forced to clean. Bridges are still broken and cannot be built over gates, on the tiles directly next to objects, or on the tiles right next to the road. But hey look cool new island shapes! I was planning on buying the Island Bound DLC but why bother if the base game is still bugged almost a month after the last update? Good job f@$%ing things up Paradox, never gonna buy any of your buggy crap ever again.What a load of bulls$#@t the past few months of updates have been. If you can\\\'t make new features, at least don\\\'t break things that already work. Pathetic. prisoners will change clothes after showering. Also, wouldn\\\'t you like to wear clean clothes daily? Janitors will automatically find places to clean if you have enough janitors and if someone of your staff comes in a dirty place. Bridges can be build over walls tho, they just need a 2 block long run up to get over them, because people don\\\'t like climbing vertical stairs. So all your ""bugs"" are actually features that aren\\\'t completely clear to you. I hope you find more joy in the game now If we\\\'re talking about realism, I would also like to get more than 4 hours of sleep daily, and not sleep if I have no need for it, but since the latest updates prisoners sleep even if they have 0 need for it, and their sleep needs (if they exist) can be satisfied with under 4 hours of sleep. Also, some prisoners will change clothes but at any given time, more than 50% of them will have a high clothing need. This is completely different from the way it was in the past, it is literally impossible to satisfy clothing needs completely now. You can try this for yourself: even if you hire more janitors than prisoners and give them free time all day, the clothing need will still be high. Is this what realism is?Janitors clean better after the latest hotfixes, but it is still a downgrade from the situation pre-upgrade. Also, I notice you didn\\\'t address the issue about being unable to build bridges next to each other, or for that matter having to leave a gap around a bridge in all directions. Also, my complaint about bridges is being unable to start or end them at the tile directly next to the road, please let me know if this is another ""feature"" that is not clear to me. As for having to give a bridge a 2 block run to build it over a wall, I don\\\'t even have a wall, I\\\'m just trying to get it over a jail door and across the road. I had a bridge in the exact same position pre-update but then I demolished it and now I cannot rebuild it in the exact same position. I\\\'m not sure what new ""feature"" this is."
515,feature,Anxiety,May 16 @ 1:23pm ,"Man, they removed the policy of how many staffs can be on break. :( That feature is useful still in my mind.Edit: Didn\\\'t look closely in each of the tabs from the files so I feel ashamed for commenting about that."
